Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Fenot selam Gebeya,White Teff (Quintal),3320,3340,3350,3400,3450,3750,Sufficient,6/20/2020
Adet Gebeya ,White Teff (Quintal),3500,3700,0,0,3600,3800,Under,6/20/2020
Debere Elias Gebeya,White Teff (Quintal),3600,3700,0,0,3780,3800,Under,6/20/2020
Shawura Gebeya,White Teff (Quintal),3000,3100,3100,3150,3200,3300,Under,6/20/2020
Dejen Gebeya,White Teff (Quintal),3640,3700,3700,3800,3800,3900,Sufficient,6/20/2020
Meresa  Gebeya,White Teff (Quintal),3404,3552,0,0,3478,3626,Under,6/20/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3672,3744,Sufficient,6/20/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3614,3734,0,0,3915,4036,Sufficient,6/22/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3500,3650,0,0,3600,3700,Under,6/22/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3900,4000,Under,6/22/2020
Chagini,White Teff (Quintal),3250,3300,3350,3400,3450,3500,Sufficient,6/22/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3600,3800,3700,3900,Sufficient,6/22/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,4000,4200,Under,6/23/2020
Enjbara,White Teff (Quintal),0,0,0,0,3800,3900,Under,6/23/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3900,4000,Under,6/23/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3450,3500,3575,3600,Under,6/23/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3400,3600,Over,6/24/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3800,3900,3950,4000,Sufficient,6/24/2020
Dembecha Gebeya,White Teff (Quintal),3550,3600,3650,3700,3750,3800,Under,6/24/2020
Debark Gebeya,White Teff (Quintal),3600,3750,3600,3800,3700,3800,Under,6/24/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3800,3900,3950,4100,Sufficient,6/24/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3650,3800,3700,3850,Under,6/25/2020
Kemise Hamus Gebeya ,White Teff (Quintal),3550,3600,0,0,3800,3800,Sufficient,6/25/2020
Debresina Gebeya,White Teff (Quintal),3600,3780,0,0,0,0,Under,6/25/2020
Dangla ,White Teff (Quintal),0,0,3700,3800,3800,3900,Under,6/25/2020
tenta Gebeya,White Teff (Quintal),4115,4185,0,0,0,0,Sufficient,6/25/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3900,4100,Sufficient,6/25/2020
Bure Woreda,White Teff (Quintal),3560,3590,0,0,3870,3900,Sufficient,6/27/2020
Kola Diba,White Teff (Quintal),3150,3200,0,0,3300,3400,Sufficient,6/27/2020
Dabat Gebeya,White Teff (Quintal),3600,3600,3600,3650,3700,3750,Under,6/27/2020
Kokit  Metema Gebeya,White Teff (Quintal),3250,3300,0,0,3400,3400,Under,6/27/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3750,3850,0,0,3900,3950,Sufficient,6/27/2020
Adet Gebeya ,White Teff (Quintal),3600,3700,0,0,3700,3800,Under,6/27/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3830,4000,0,0,3900,4000,Over,6/27/2020
Debere Elias Gebeya,White Teff (Quintal),3500,3700,0,0,3850,3870,Under,6/27/2020
Mekane Selam gebeya,White Teff (Quintal),3750,3800,3880,3900,4150,4180,Sufficient,6/27/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3450,3500,0,0,0,0,Under,6/27/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3700,3800,Sufficient,6/27/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,3900,Sufficient,6/27/2020
Bichena Gebeya,White Teff (Quintal),3900,4095,0,0,3960,4130,Under,6/27/2020
Shawura Gebeya,White Teff (Quintal),3100,3200,3300,3350,3350,3400,Under,6/27/2020
Motta Gebeya,White Teff (Quintal),3450,3500,0,0,3550,3600,Sufficient,6/27/2020
Dejen Gebeya,White Teff (Quintal),3640,3800,3900,3950,3900,4000,Sufficient,6/27/2020
Meresa  Gebeya,White Teff (Quintal),3478,3589,0,0,3537,3663,Sufficient,6/27/2020
Fenot selam Gebeya,White Teff (Quintal),3456,3528,3460,3530,3600,3750,Sufficient,6/27/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3744,3816,Sufficient,6/27/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3600,3800,3700,3900,Sufficient,6/29/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4000,4200,Under,6/29/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3700,3900,0,0,3900,4050,Under,6/29/2020
Chagini,White Teff (Quintal),3300,3350,3400,3450,3500,3550,Sufficient,6/29/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3980,4200,Under,6/30/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3600,3650,3700,3750,Under,6/30/2020
Enjbara,White Teff (Quintal),0,0,0,0,3900,4000,Under,6/30/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),3950,4000,0,0,0,0,Under,6/30/2020
Woldia Gebeya,White Teff (Quintal),3381,3519,0,0,3450,3657,Over,6/30/2020
Debark Gebeya,White Teff (Quintal),3700,3850,3750,3800,3800,3900,Sufficient,7/1/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3800,4000,4020,4200,Sufficient,7/1/2020
Merawi Gebeya,White Teff (Quintal),3300,3500,0,0,3650,3750,Sufficient,7/1/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3900,4000,4100,4200,Sufficient,7/1/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4000,4050,4100,4150,Sufficient,7/1/2020
Dembecha Gebeya,White Teff (Quintal),3600,3650,3650,3700,3750,3800,Under,7/1/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3750,3950,3800,4000,Under,7/2/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3800,3900,Under,7/2/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4000,4200,Sufficient,7/2/2020
Debresina Gebeya,White Teff (Quintal),3600,3780,0,0,0,0,Sufficient,7/2/2020
Dangla ,White Teff (Quintal),3700,3800,3850,3900,3900,4000,Sufficient,7/2/2020
Kola Diba,White Teff (Quintal),3200,3300,0,0,3400,3600,Sufficient,7/4/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3850,4000,0,0,3900,4050,Over,7/4/2020
Mekane Selam gebeya,White Teff (Quintal),3700,3750,3920,4000,4120,4150,Sufficient,7/4/2020
Kokit  Metema Gebeya,White Teff (Quintal),3150,3200,0,0,3400,3400,Under,7/4/2020
Adet Gebeya ,White Teff (Quintal),3600,3750,0,0,3700,3850,Under,7/4/2020
Debere Elias Gebeya,White Teff (Quintal),3700,3800,0,0,3900,3950,Under,7/4/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3960,4104,Sufficient,7/4/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3700,3800,Sufficient,7/4/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),4000,4050,0,0,4100,4150,Sufficient,7/4/2020
Bichena Gebeya,White Teff (Quintal),4000,4100,0,0,4040,4150,Under,7/4/2020
Motta Gebeya,White Teff (Quintal),3500,3550,0,0,3600,3650,Sufficient,7/4/2020
Wegeda Gebeya,White Teff (Quintal),0,0,3600,3650,3650,3750,Under,7/4/2020
Shawura Gebeya,White Teff (Quintal),3000,3050,3150,3200,3300,3400,Under,7/4/2020
Dabat Gebeya,White Teff (Quintal),3900,3950,3950,3950,3950,4000,Under,7/4/2020
Meresa  Gebeya,White Teff (Quintal),3404,3520,0,0,3520,3625,Sufficient,7/4/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3600,3650,0,0,0,0,Under,7/4/2020
Bure Woreda,White Teff (Quintal),3540,3580,0,0,3900,3950,Sufficient,7/4/2020
Arerti Gebeya ,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,7/4/2020
Dejen Gebeya,White Teff (Quintal),3710,3780,3800,3850,3900,4000,Over,7/4/2020
Fenot selam Gebeya,White Teff (Quintal),3428,3524,3530,3550,3700,3850,Sufficient,7/4/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3600,4000,3700,4200,Sufficient,7/6/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3750,3900,0,0,3850,4000,Sufficient,7/6/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3915,3975,0,0,4036,4215,Sufficient,7/6/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4100,4200,Under,7/6/2020
Chagini,White Teff (Quintal),3400,3450,3450,3500,3500,3600,Sufficient,7/6/2020
Enjbara,White Teff (Quintal),0,0,0,0,3850,4000,Under,7/7/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3650,3675,3700,3750,Under,7/7/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,4100,4200,Under,7/7/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3450,3588,Over,7/7/2020
Merawi Gebeya,White Teff (Quintal),3400,3600,0,0,3600,3800,Sufficient,7/8/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4000,4050,4080,4200,Sufficient,7/8/2020
Dembecha Gebeya,White Teff (Quintal),3600,3650,3650,3700,3750,3800,Under,7/8/2020
Debark Gebeya,White Teff (Quintal),3700,3900,3700,3800,3800,4000,Sufficient,7/8/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4000,4100,4000,4150,Sufficient,7/8/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3900,3950,4000,4100,Sufficient,7/8/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3800,3950,3850,4000,Under,7/9/2020
Debresina Gebeya,White Teff (Quintal),3600,3780,0,0,0,0,Sufficient,7/9/2020
Dangla ,White Teff (Quintal),3700,3800,3850,3900,3900,4000,Sufficient,7/9/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3800,4000,Under,7/9/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4000,4250,Sufficient,7/9/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3900,4000,0,0,3950,4000,Sufficient,7/11/2020
Adet Gebeya ,White Teff (Quintal),3600,3800,0,0,3700,3900,Under,7/11/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),4100,4150,0,0,4200,4250,Sufficient,7/11/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3950,3980,Under,7/11/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,3900,Sufficient,7/11/2020
Bure Woreda,White Teff (Quintal),3560,3600,0,0,3950,4000,Sufficient,7/11/2020
Mekane Selam gebeya,White Teff (Quintal),3900,3910,4100,4120,4190,4200,Sufficient,7/11/2020
Meresa  Gebeya,White Teff (Quintal),3330,3478,0,0,3448,3552,Sufficient,7/11/2020
Fenot selam Gebeya,White Teff (Quintal),3600,3650,3700,3750,3800,3900,Sufficient,7/11/2020
Shawura Gebeya,White Teff (Quintal),3250,3300,3350,3400,3400,3450,Under,7/11/2020
Dabat Gebeya,White Teff (Quintal),4000,4050,4050,4075,4100,4150,Under,7/11/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3960,4032,Sufficient,7/11/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Sufficient,7/11/2020
Kola Diba,White Teff (Quintal),3200,3300,0,0,3400,3700,Sufficient,7/11/2020
Dejen Gebeya,White Teff (Quintal),3640,3800,3800,3900,3900,4000,Sufficient,7/11/2020
Bichena Gebeya,White Teff (Quintal),4000,4150,0,0,4050,4200,Sufficient,7/11/2020
Motta Gebeya,White Teff (Quintal),3500,3600,0,0,3650,3700,Sufficient,7/11/2020
Wegeda Gebeya,White Teff (Quintal),0,0,3650,3700,3750,3860,Under,7/11/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3600,3650,0,0,0,0,Under,7/11/2020
Chagini,White Teff (Quintal),3450,3500,3550,3600,3600,3700,Sufficient,7/13/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3800,3950,0,0,3900,4050,Under,7/13/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3915,4036,0,0,4096,4216,Sufficient,7/13/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3600,4000,3700,4200,Sufficient,7/13/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4200,4200,Under,7/13/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4200,4200,Under,7/13/2020
Enjbara,White Teff (Quintal),0,0,0,0,3950,4100,Under,7/14/2020
Woldia Gebeya,White Teff (Quintal),3312,3450,0,0,3381,3519,Over,7/14/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,4100,4200,Under,7/14/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3700,3750,3800,3850,Under,7/14/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4000,4200,Under,7/14/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4000,4100,4150,4200,Sufficient,7/15/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3900,4000,4100,4150,Sufficient,7/15/2020
Debark Gebeya,White Teff (Quintal),0,0,3750,3800,3600,3800,Under,7/15/2020
Merawi Gebeya,White Teff (Quintal),3600,3800,0,0,3600,4000,Sufficient,7/15/2020
Dembecha Gebeya,White Teff (Quintal),3650,3700,3750,3800,3850,3900,Under,7/15/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4000,4100,4150,4200,Sufficient,7/15/2020
Wereta Arada Gebeya ,White Teff (Quintal),3750,3950,0,0,3800,4000,Under,7/16/2020
Debresina Gebeya,White Teff (Quintal),3690,3870,0,0,0,0,Sufficient,7/16/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3900,4100,Under,7/16/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,3840,4100,4300,Sufficient,7/16/2020
Dangla ,White Teff (Quintal),3800,3850,0,0,4000,4100,Sufficient,7/16/2020
tenta Gebeya,White Teff (Quintal),4260,4330,0,0,0,0,Sufficient,7/16/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),4100,4150,0,0,4150,4250,Sufficient,7/18/2020
Bure Woreda,White Teff (Quintal),3600,3640,0,0,4000,4100,Sufficient,7/18/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3800,0,0,3850,3900,Under,7/18/2020
Meresa  Gebeya,White Teff (Quintal),3404,3552,0,0,3478,3663,Over,7/18/2020
Dabat Gebeya,White Teff (Quintal),4200,4250,4200,4300,4300,4400,Under,7/18/2020
Fenot selam Gebeya,White Teff (Quintal),3672,3744,3760,3780,3800,3900,Sufficient,7/18/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3888,4032,Sufficient,7/18/2020
Adet Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,3900,Under,7/18/2020
Shawura Gebeya,White Teff (Quintal),3350,3400,3400,3450,3450,3600,Under,7/18/2020
Mekane Selam gebeya,White Teff (Quintal),3890,3900,4000,4020,4100,4150,Sufficient,7/18/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3850,3900,Sufficient,7/18/2020
Dabat Gebeya,White Teff (Quintal),4200,4250,4200,4300,4300,4400,Under,7/18/2020
Motta Gebeya,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,7/18/2020
Wegeda Gebeya,White Teff (Quintal),0,0,3700,3750,3750,3850,Under,7/18/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3650,3700,0,0,0,0,Under,7/18/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3650,3700,0,0,0,0,Under,7/18/2020
Bichena Gebeya,White Teff (Quintal),4000,4095,0,0,4060,4150,Sufficient,7/18/2020
Dejen Gebeya,White Teff (Quintal),3800,3850,3900,3950,3950,4000,Sufficient,7/18/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3900,4000,0,0,4000,4100,Sufficient,7/18/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3750,4300,3900,4500,Sufficient,7/20/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3795,3900,0,0,4096,4156,Sufficient,7/20/2020
Chagini,White Teff (Quintal),3400,3450,3500,3550,3550,3600,Sufficient,7/20/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3381,3519,Over,7/21/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4300,4400,Under,7/21/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3700,3750,3800,3850,Under,7/21/2020
Enjbara,White Teff (Quintal),0,0,0,0,3900,4200,Under,7/21/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4100,4150,4200,4250,Sufficient,7/22/2020
Dembecha Gebeya,White Teff (Quintal),3650,3700,3750,3800,3800,3900,Under,7/22/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,7/22/2020
Merawi Gebeya,White Teff (Quintal),3600,3800,0,0,3900,4100,Sufficient,7/22/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3900,4100,4000,4200,Sufficient,7/22/2020
Debark Gebeya,White Teff (Quintal),3600,3900,3700,3800,3700,3900,Under,7/22/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3850,3950,3900,4000,Under,7/23/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,4000,4200,Under,7/23/2020
Debresina Gebeya,White Teff (Quintal),3780,3960,0,0,0,0,Sufficient,7/23/2020
Dangla ,White Teff (Quintal),0,0,0,0,4000,4200,Under,7/23/2020
tenta Gebeya,White Teff (Quintal),4115,4260,0,0,0,0,Sufficient,7/23/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4100,4350,Sufficient,7/23/2020
Bure Woreda,White Teff (Quintal),3680,3700,0,0,4140,4200,Sufficient,7/25/2020
Arerti Gebeya ,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,7/25/2020
Kola Diba,White Teff (Quintal),3500,3600,0,0,3700,3800,Sufficient,7/25/2020
Fenot selam Gebeya,White Teff (Quintal),3672,3744,0,0,3800,3900,Sufficient,7/25/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4000,4100,Sufficient,7/25/2020
Kokit  Metema Gebeya,White Teff (Quintal),3500,3600,0,0,3700,3800,Under,7/25/2020
Motta Gebeya,White Teff (Quintal),3600,3700,0,0,3750,3850,Sufficient,7/25/2020
Mekane Selam gebeya,White Teff (Quintal),3750,3770,3845,3860,3920,3950,Sufficient,7/25/2020
Adet Gebeya ,White Teff (Quintal),3850,3900,0,0,3900,4000,Under,7/25/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3700,3800,0,0,0,0,Under,7/25/2020
Dabat Gebeya,White Teff (Quintal),4250,4300,4300,4325,4300,4350,Under,7/25/2020
Meresa  Gebeya,White Teff (Quintal),3330,3626,0,0,3552,3700,Sufficient,7/25/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3980,3990,Under,7/25/2020
Shawura Gebeya,White Teff (Quintal),3500,3550,3550,3600,3600,3650,Under,7/25/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),4100,4150,0,0,4200,4250,Sufficient,7/25/2020
Bichena Gebeya,White Teff (Quintal),4000,4200,0,0,4100,4240,Sufficient,7/25/2020
Dejen Gebeya,White Teff (Quintal),3780,3850,3900,3950,3950,4000,Over,7/25/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3950,4000,0,0,4000,4100,Under,7/25/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3960,4104,Sufficient,7/25/2020
Chagini,White Teff (Quintal),3400,3450,3500,3550,3550,3600,Sufficient,7/27/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4200,4200,Under,7/27/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3800,4000,3900,4080,4000,4150,Sufficient,7/27/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3800,4100,3900,4200,Sufficient,7/27/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3800,3950,0,0,4100,4200,Under,7/27/2020
Enjbara,White Teff (Quintal),0,0,0,0,3900,4200,Under,7/28/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3800,3850,3900,3950,Under,7/28/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,4080,4200,Under,7/28/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4300,4400,Under,7/28/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3450,3588,Over,7/28/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4000,4050,4100,4200,Sufficient,7/29/2020
Merawi Gebeya,White Teff (Quintal),3600,3900,0,0,3800,4100,Sufficient,7/29/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4080,4150,4200,4300,Sufficient,7/29/2020
Dembecha Gebeya,White Teff (Quintal),3650,3700,3750,3800,3800,3900,Under,7/29/2020
Debark Gebeya,White Teff (Quintal),3700,3900,3850,3900,3800,4000,Under,7/29/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4150,4200,4250,4300,Sufficient,7/29/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,4000,4200,Under,7/30/2020
Dangla ,White Teff (Quintal),0,0,0,0,4000,4200,Under,7/30/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3950,4050,3900,4100,Under,7/30/2020
Debresina Gebeya,White Teff (Quintal),3780,3960,0,0,0,0,Sufficient,7/30/2020
tenta Gebeya,White Teff (Quintal),4045,4115,0,0,0,0,Sufficient,7/30/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4100,4400,Sufficient,7/30/2020
Kola Diba,White Teff (Quintal),3400,3500,0,0,3700,3750,Sufficient,8/1/2020
Bure Woreda,White Teff (Quintal),3690,3720,0,0,4160,4200,Sufficient,8/1/2020
Wegeda Gebeya,White Teff (Quintal),0,0,3700,3750,3750,3880,Under,8/1/2020
Kokit  Metema Gebeya,White Teff (Quintal),3600,3650,0,0,3800,3800,Under,8/1/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3900,4000,0,0,3900,4050,Sufficient,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Debere Elias Gebeya,White Teff (Quintal),3800,3900,0,0,3960,3980,Under,8/1/2020
Adet Gebeya ,White Teff (Quintal),3900,4000,0,0,4000,4100,Under,8/1/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3800,3950,0,0,0,0,Under,8/1/2020
Motta Gebeya,White Teff (Quintal),3650,3700,0,0,3750,3800,Sufficient,8/1/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,3900,Sufficient,8/1/2020
Fenot selam Gebeya,White Teff (Quintal),3720,3744,0,0,3900,4000,Sufficient,8/1/2020
Mekane Selam gebeya,White Teff (Quintal),3620,3650,3800,3820,3890,3900,Sufficient,8/1/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,4032,4104,Sufficient,8/1/2020
Shawura Gebeya,White Teff (Quintal),3450,3500,3550,3600,3600,3700,Under,8/1/2020
Dabat Gebeya,White Teff (Quintal),4250,4300,4300,4350,4300,4400,Under,8/1/2020
Meresa  Gebeya,White Teff (Quintal),3552,3626,0,0,3626,3700,Sufficient,8/1/2020
Dejen Gebeya,White Teff (Quintal),3780,3900,3900,3950,3950,4000,Sufficient,8/1/2020
Bichena Gebeya,White Teff (Quintal),4030,4150,0,0,4080,4200,Sufficient,8/1/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),4150,4200,0,0,4200,4250,Sufficient,8/1/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4100,4200,Sufficient,8/1/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3900,3950,0,0,4100,4150,Under,8/3/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3850,4000,3900,4050,4000,4120,Sufficient,8/3/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,4300,4400,Under,8/3/2020
Chagini,White Teff (Quintal),3450,3500,3500,3600,3600,3700,Sufficient,8/3/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3700,4100,3800,4200,Sufficient,8/3/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4200,4300,Under,8/4/2020
Enjbara,White Teff (Quintal),0,0,0,0,4100,4200,Under,8/4/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3900,3950,4000,4000,Under,8/4/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,4100,4350,Under,8/4/2020
Woldia Gebeya,White Teff (Quintal),3312,3450,0,0,3519,3657,Under,8/4/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4000,4100,4100,4200,Sufficient,8/5/2020
Merawi Gebeya,White Teff (Quintal),3800,4000,0,0,4000,4200,Sufficient,8/5/2020
Dembecha Gebeya,White Teff (Quintal),3650,3700,3750,3800,3850,3900,Under,8/5/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4100,4150,4200,4300,Sufficient,8/5/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,4150,4200,4250,4300,Sufficient,8/5/2020
